qid,query,answer1,answer2,answer3,answer4,answer5,answer6,answer7,answer8,answer9,answer10
57,Question: multiple sclerosis stages phases\nAnswer:,adipose tissue,phase,relapse,stages,a type of disease,engorged,a variety of different,reversal,a phase,stages
58,Question: Risk to develop multiple sclerosis\nAnswer:,the risk of multiple sclerosis,the elderly,,", a common genetic condition",,A person has a higher risk of developing multiple sclerosis.,The risk of multiple sclerosis is increased by the presence of a genetic factor.,Increasingly so-called multiple sclerosis is the most common cardiovascular disease in people who have a history of cardiovascular disease.,the severity of the disease,A.
59,Question: long-term effects likelihood multiple sclerosis\nAnswer:,fewer than 1%,,Long-term effects,"There is no significant cure, but there are many promising treatments and therapies to achieve a long-term goal of preventing multiple sclerosis.",safd,the number of people with multiple sclerosis,no,long-term effects,,low
62,"Question: disclosing multiple sclerosis at work, how will colleagues react?\nAnswer:",not as they would have you believe,They will be scared.,They will feel ashamed.,they will feel uneasy,They will be very angry,they'll be angry.,I will be embarrassed,they will be embarrassed,not surprised,irritated
63,Question: Will multiple sclerosis affect my career?\nAnswer:,No,It is not known if multiple sclerosis will affect my career.,m.sc.,"I have a lot of jobs, but I have very little time to be able to do things that I enjoy.",I have a rare condition that affects my ability to walk.,A recent study suggests that a single person with multiple sclerosis has a shortened career span of eight to 10 years.,Yes,A person with multiple sclerosis may experience temporary amputations due to their condition.,No,It has been shown to have a negative impact on employment.
68,Question: List of multiple sclerosis symptoms\nAnswer:,apathy,Multiple sclerosis symptoms include:,a) scurvy or drowsiness,neoplasms,syphilis,rhinitis,acute and chronic,rheumatoid arthritis,syphilis,idiopathic pain
72,Question: Is the Covid-19 vaccine safe for people taking multiple sclerosis drugs?\nAnswer:,yes,No,"No, covid-19 is not available in the US or Canada.",No,no,The Covid-19 vaccine is not recommended for use by patients with multiple sclerosis.,Yes,No,The Covid-19 vaccine does not have a clear effect on the ability to treat multiple sclerosis.,The Covid-19 vaccine is not recommended for people taking multiple sclerosis drugs.
77,Question: How do menopause symptoms relate to multiple sclerosis symptoms?\nAnswer:,"Menopause symptoms are due to a lack of exercise, a decline in blood sugar, and the loss of energy that results from the physical activity of the muscles and joints.",Menopause symptoms are associated with a decreased risk of a number of chronic diseases.,Menopause symptoms are characterized by a reduction in body fat.,Menopause symptoms relate to multiple sclerosis symptoms,"Menopause is a period of time in which menstruation takes hold, and can be associated with multiple sclerosis symptoms.","Menopause symptoms are a cause of a decrease in menstrual age, which is a physiological symptom of a more advanced form of multiple sclerosis.",menopause is related to a number of factors,"menopause symptoms can be caused by menstrual cramping, a loss of appetite, and a change in hormones.","Menopause symptoms are associated with a reduction in hormone levels, an increase in plasma levels of estrogen, and a loss of calcium and vitamin B12 which can lead to the development of melatonin.","Menopause symptoms are due to a decline in sperm count, with menopause symptoms usually occurring during the first years of menopause."
79,Question: Can I pass multiple sclerosis to other family members?\nAnswer:,Yes,I have a family history of multiple sclerosis and have received many tests and tests to confirm that I am at least one of the risk.,no,Yes,no,no,Yes,There are no cures for multiple sclerosis.,No,No
81,Question: Can I work and study full-time with multiple sclerosis?\nAnswer:,"No, I have been diagnosed with multiple sclerosis in the past and I have been successful in living my life as a full-time student for the past two years.",Yes,"No, I have been diagnosed with multiple sclerosis.",No,No,no,No,"No, I have a family history of MS.","No, the disease is not treatable, and the condition cannot be reversed.",Yes
83,Question: Why get episode diagnosed by a doctor as a relapse of multiple sclerosis?\nAnswer:,The episodes are characterized by a combination of two different underlying conditions.,a neurological condition,Multiple sclerosis has caused problems with the brain.,There are few symptomatic causes of MS,Multiple sclerosis,a relapse of multiple sclerosis,severe muscle weakness,if the brain does not function normally.,a congestive heart failure,relapse of multiple sclerosis.
85,Question: Relapsing remitting multiple sclerosis\nAnswer:,relapse,in the brain,Acute relapsing,n,Clinical trials showed that a single sclerosis variant in the gastrointestinal tract has the same effect on both the gastrointestinal tract and its brain.,The relapsing remitting multiple sclerosis,lnAlzheimer's disease,is a relapse of remitting multiple sclerosis,A brain MRI,The relapsing disease has not been completely reversed.
86,Question: Secondary progressive multiple sclerosis\nAnswer:,,femoral artery,The disease is characterized by the inability to produce a syringe or a trachea.,the rheumatoid arthritis,glaucoma,B.M.,a condition in which the infarction can occur after stroke,a form of multiple sclerosis,,MS
92,Question: causes of fatigue in MS\nAnswer:,oxidative stress,a high triglyceride content,a physiological imbalance,irritability,apathy,a lack of nutrition,physical fatigue,apathy,no,a lack of sleep
93,Question: Does multiple sclerosis relate to sleeping problems and forgetfulness in older people?\nAnswer:,Yes,no,No,no,yes,no,no,Yes,"The term clerical syndrome (MCS) is a medical term for multiple sclerosis, which can be used to refer to people who have been diagnosed with multiple sclerosis. Multiple sclerosis is a condition in which the brain can no longer function normally and may have associated cognitive dysfunction.",no
94,Question: When will I start to feel better with multiple sclerosis?\nAnswer:,before it gets worse,late in life,later,sooner than you thought,if it stops,The first few months,later,a few months after surgery,I can get back on track.,"My brain can handle more energy and not only make it harder to work, but it can help me feel better and more confident."
95,Question: Reading problems in MS\nAnswer:,The problem of reading problems in MS is that you have to keep in mind the characters in the book.,,Using the keyboard,Microsoft Word,,MS word,MS Excel,,The system for reading books has a lot of mistakes.,MS Word n
96,Question: most efficient and sustainable diets\nAnswer:,a person,diets containing fruits and vegetables,the fatty acids,the dietary restrictions,diets with a long shelf life,vegetarianism,a saturated fat or dietary fiber,nutrient rich foods,dietary fiber,are the ones that are best suited to the nutritional needs of the organisms they are living in
97,Question: benefits of physical activity\nAnswer:,reducing blood pressure,exercise increases one's physical fitness,physical activity increases blood flow to the body,Exercise can improve physical well-being,cardiovascular health,physical activity helps build muscle and makes the body more flexible,Active physical activity increases the risk of cardiovascular disease,physical exercise has been shown to reduce anxiety and depression in people,exercise helps people maintain healthy weight,exercise increases heart rate
98,Question: most common complications in pregnancy\nAnswer:,Prenatal bleeding,abnormal birth weight,tetanus,a lack of pro-choice medications,erectile dysfunction,Premature uterine contraction,The following are common complications of pregnancy:,uterine cancer,preeclampsia,pregnancy complications
101,Question: heavy flares swelling lymph nodes\nAnswer:,a person experiencing severe pain,,syphilis,pain in the neck,",",swollen lymph nodes,a high temperature,inflammatory reactions,septic shock,tachycardia
102,Question: randomly gotten eczema\nAnswer:,eczeman,a virus,,eczeman,a drug addict,eczema,eczema,eczema,a sexy-looking man,a new body
105,Question: wisdom tooth cuts gum pain\nAnswer:,swollen gum,neoplasms,bleeding,painful pain,tsp,a spit,a broken tooth,a bad mouth,pain from grinding,painful
107,Question: medication adhd anxiety\nAnswer:,,Adhav,,,adipose tissue,acetaminophen,,AdhD,Adhd anxiety medication,adipose tissue
108,Question: chronic diarrhea short-term memory sweating inability to regulate body temperature heart palpitations dysautonomia\nAnswer:,dysautonomia,dysautonomia,dysautonomia,dysautonomia,dysautonomia,symptoms of dysautonomia,dysautonomia,dysautonomia,dysautonomia,dysautonomia
109,Question: ehlers danlos syndrome POTS nausea stomach pain\nAnswer:,ehlers danlos syndrome,ehlers danlos syndrome,ehlers danlos syndrome,ehlers danlos syndrome POTS nausea stomach pain,ehlers danlos syndrome,ehlers danlos syndrome,ehlers danlos syndrome,ehlers danlos syndrome,nausea stomach pain,ehlers danlos syndrome POTS nausea stomach pain
112,Question: symptoms of asthma\nAnswer:,bronchitis,sneezing,drowsiness,respiratory problems,are not likely to be a symptom of an asthma attack,respiratory distress,respiratory symptoms,bronchitis,Acute bronchitis,Acute bronchitis;
113,Question: asthma and covid\nAnswer:,,pneumonia,a bronchitis,peptic ulcers,symptoms,Inflammation,elchoverolone and covalbumin,Inhaling carbon dioxide from the lungs causes asthma.,hepatitis B,lungs
114,Question: borderline personality disorder symptoms\nAnswer:,a,not all of them,apnea,are characterized by multiple symptoms,comorbid,"borderline personality disorder can be a psychological problem, particularly if the symptoms are associated with a particular social or emotional set of symptoms.",sex,are generally characterized by excessive anger and resentment,a mental disorder,symptoms of borderline personality disorder
116,Question: outcome prostate cancer\nAnswer:,one year later,prostate cancer,death,a chronic disease,Prostate cancer is a cancer that affects the urethra of the prostate,It has been found that the treatment for prostate cancer consists of several different classes of chemotherapy.,death,it was a,prostate cancer,a fatality
117,Question: stage 4 metastatic lung cancer outcome\nAnswer:,it should be treated with antibiotics,hepatitis B,the disease has become terminally advanced.,is clinically successful,hepatitis,remission,recurrence,"a survival rate of less than 1 per 1,000 patients",Irma et al.,
118,Question: stage 4 triple negative breast cancer treatment\nAnswer:,Breast cancer surgery,The treatment of breast cancer consists of chemotherapy and radiation.,Cancer Research USA,The FDA approved the use of chemo,hydarin,Iris,Adnanafil,chemotherapy,chemo,rheumatoid arthritis
119,Question: best pillow neck pain\nAnswer:,pillow head,a pillow with no neck or head,a pillow,sleep over a pillow,a pillow with a sling,a sleeping pillow,a pillow with a chamomile cover,Sleeping on a pillow is painful,The only way to keep your neck in pain is to use a pillow that is breathable and soft and doesn't have a pillowcase,iodine pillow
121,Question: numb fingers arthritis\nAnswer:,numb,rheumatic fever,anorexia,ocular squamous numbness,tympanic pain,skin irritation,inflammation,a strong pain in the fingers,the numbness,a painful inflammation
123,Question: hypothyroidism symptoms\nAnswer:,the symptoms,usually manifest in the first few days following exercise,tremor,hypothyroidism symptoms : symptoms of hypothyroidism : symptoms of Hypothyroidism symptoms : symptoms of Hypothyroidism symptoms : symptoms of Hypothyroidism,symptoms of hypothyroidism,symptoms of hypothyroidism,"are hepatitis, hypertension, and hyperthyroidism",hypothyroidism is the symptom of an inactive thyroid gland,hypothyroidism occurs when the thyroid hormone levels in the blood fall below normal.,hypothyroidism
126,Question: birth control suppression antral follicle count\nAnswer:,in a sleeve,the hypnotic fluid,pregnancy,a single follicle,in the uterus,,,follicle count,,chromosomes
127,Question: glasses for computer\nAnswer:,a laptop,,are not available to buy,do not work,a computer mouse,a pair of scissors,can be used to keep your computer safe,,can be used to record videos,tv monitor
130,Question: neck and shoulder stretches\nAnswer:,,,,.,,Using a pillow to relax the neck.,,b).,,a shoulder blade bend
131,Question: exercises for better posture\nAnswer:,bending your wrists,chin-up exercises,bending forward,Lie on your back with your legs bent forward,"try sitting in the same chair as your body, and putting your hands in your pockets",posture exercises,Lie on your back and raise your arms.,bending down,Try: Lie on your back straight with your head facing forward.,Take a deep breath and relax your body
132,Question: headpats scalp psoriasis\nAnswer:,psoriasis,psoriasis,psoriasis,psoriasis,dermatitis,psoriasis,psoriasis,psoriasis,psoriasis,psoriasis
