,url,timestamp,charset,domain,uri,filename,offset,length,digest
151992,https://www.cancernetwork.com/view/management-sleep-wake-disturbances-comorbid-cancer,20210116052243,UTF-8,www.cancernetwork.com,2bc67a9e-43de-45cd-86cc-427af2917f07,crawl-data/CC-MAIN-2021-04/segments/1610703500028.5/warc/CC-MAIN-20210116044418-20210116074418-00618.warc.gz,707394714,56778,PXXX3CZRU2F2G65QS6Z3WQP2MFMBB25Y
2441427,https://www.aafp.org/afp/recommendations/search.htm,20210126191055,UTF-8,www.aafp.org,752ba939-98dd-46c9-837c-31ce044a6820,crawl-data/CC-MAIN-2021-04/segments/1610704803308.89/warc/CC-MAIN-20210126170854-20210126200854-00444.warc.gz,630934307,144627,6VZ5K2JDTPZZDC455IGJNGDMSJ67XCHC
263618,https://www.nap.edu/read/11537/chapter/7,20210117161733,UTF-8,www.nap.edu,dd03cff4-5fe7-48b5-ba31-ffc44bac7679,crawl-data/CC-MAIN-2021-04/segments/1610703513062.16/warc/CC-MAIN-20210117143625-20210117173625-00183.warc.gz,911108436,36029,F64XD5FKUTGPG6P4Q5PFARFJOYALNBMQ
1948770,https://www.therecoveryvillage.com/alcohol-abuse/faq/alcoholism-considered-chronic-disease/,20210125041455,UTF-8,www.therecoveryvillage.com,99a1228d-b8ec-4462-9cfb-8b6e9bd4587f,crawl-data/CC-MAIN-2021-04/segments/1610703564029.59/warc/CC-MAIN-20210125030118-20210125060118-00711.warc.gz,1031944240,38846,M24NWICLBP7EWEZZDMTQ5B3YQWNWG4IG
2367116,https://www.sleepfoundation.org/insomnia/stress-and-insomnia,20210126022637,UTF-8,www.sleepfoundation.org,8ebf0d6e-5f2a-49ab-97b7-f31d947fb5ff,crawl-data/CC-MAIN-2021-04/segments/1610704795033.65/warc/CC-MAIN-20210126011645-20210126041645-00362.warc.gz,976020972,37230,D6D2BPZDO2OOL6DZHO72STTA6XCE6OLB
2440012,https://www.aafp.org/afp/recommendations/search.htm?utm_cmpid=aafp&utm_campaign=afp&utm_div=pub&utm_tactic=soc&utm_mission=pe&utm_prod=afpj&hootPostID=536ac965781324f489c48bd95e89a3c3,20210125042724,UTF-8,www.aafp.org,6809974e-e2ff-4122-9529-954ca50e33f3,crawl-data/CC-MAIN-2021-04/segments/1610703564029.59/warc/CC-MAIN-20210125030118-20210125060118-00012.warc.gz,655485385,144639,AHL4F3C4DZBLPJDO4DHXBMB5MCJU5BFY
50756,https://www.lifeextension.com/protocols/kidney-urinary/kidney-stones,20210116235742,UTF-8,www.lifeextension.com,af1e58ef-7e21-4384-897d-4e2311e31fd4,crawl-data/CC-MAIN-2021-04/segments/1610703507971.27/warc/CC-MAIN-20210116225820-20210117015820-00377.warc.gz,889622410,54257,4UBJHYF4X2YTDQWYA5QTWADSB3VSJIKO
372845,https://www.omicsonline.org/scholarly/neonatal-disease-journals-articles-ppts-list.php,20210121010535,UTF-8,www.omicsonline.org,7a3ad784-0137-4925-a32d-2f3bc3af2f0c,crawl-data/CC-MAIN-2021-04/segments/1610703522150.18/warc/CC-MAIN-20210121004224-20210121034224-00539.warc.gz,937627011,20149,4T3XC6FQAN5WSHI7SGRC7PZB2IEEGAVM
1612779,https://www.medpagetoday.com/Neurology/PainManagement/33210,20210120121058,UTF-8,www.medpagetoday.com,abb3831e-6ae0-4895-ac61-5df22462d39d,crawl-data/CC-MAIN-2021-04/segments/1610703520883.15/warc/CC-MAIN-20210120120242-20210120150242-00521.warc.gz,909795140,18886,UFIFA3F43ZOFXMX4IRZO6LPIZBTCCU3U
265350,https://www.nap.edu/read/1222/chapter/7,20210123015810,UTF-8,www.nap.edu,fd55cf9a-aaf8-40d5-ab2b-9d9abe9f4ac7,crawl-data/CC-MAIN-2021-04/segments/1610703531702.36/warc/CC-MAIN-20210123001629-20210123031629-00111.warc.gz,908916536,131009,FTDBFPL7B4NPIIOBSG24H5LZZEYFIL4O
671912,https://quizlet.com/29149603/chapter-13-depressive-disorders-flash-cards/,20210118074844,UTF-8,quizlet.com,5ddf1142-fd02-4369-9f87-43e1e8833670,crawl-data/CC-MAIN-2021-04/segments/1610703514423.60/warc/CC-MAIN-20210118061434-20210118091434-00718.warc.gz,518881412,66705,QYZYDZFDDYDNXTAXAQ33EL5KLUBHRMO5
263948,https://www.nap.edu/read/13172/chapter/3,20210116212642,UTF-8,www.nap.edu,e5f361a5-6602-495d-992b-d3030cc2302b,crawl-data/CC-MAIN-2021-04/segments/1610703507045.10/warc/CC-MAIN-20210116195918-20210116225918-00036.warc.gz,938241055,91992,J3EVPSSJ325ZUPXMM3CQIOSFDBJ3SHTA
279206,https://www.123helpme.com/essay/Periodontitis-Papers-779609,20210124122207,UTF-8,www.123helpme.com,9c6f38aa-c788-4c47-9715-25fede985053,crawl-data/CC-MAIN-2021-04/segments/1610703548716.53/warc/CC-MAIN-20210124111006-20210124141006-00094.warc.gz,630851921,11500,EHA2EVPMGSHMEVRHJYVXOSEDCTNOCADS
664272,https://quizlet.com/40657737/pc-705-module-1-pain-flash-cards/,20210122102722,UTF-8,quizlet.com,6e91845a-957f-48d8-845a-3566af4aa7a3,crawl-data/CC-MAIN-2021-04/segments/1610703529179.46/warc/CC-MAIN-20210122082356-20210122112356-00740.warc.gz,507767280,44847,NJ6HBXHJO5RSGDSHXB6XL7PMGVKBBDRT
2435548,https://www.aafp.org/afp/recommendations/search.htm,20210128121340,UTF-8,www.aafp.org,995d1d7c-e2a7-4488-b5b0-2b603352d17a,crawl-data/CC-MAIN-2021-04/segments/1610704843561.95/warc/CC-MAIN-20210128102756-20210128132756-00444.warc.gz,636062241,144558,VX6OEILVV7Z6DLP5C5LCOEL5IKTY5E5R
2438332,https://www.aafp.org/afp/2015/0201/p172.html,20210126075404,UTF-8,www.aafp.org,eee4bb4f-2f1e-4723-b891-e88f7bce3801,crawl-data/CC-MAIN-2021-04/segments/1610704799711.94/warc/CC-MAIN-20210126073722-20210126103722-00370.warc.gz,632096084,31204,RD4RBM5PGDFAUFQUWB37YGLFSR2RIK5N
1609917,https://www.medpagetoday.com/neurology/painmanagement/33210,20210118201855,UTF-8,www.medpagetoday.com,0633e199-a3a9-473b-8c5d-8f4f3f91536d,crawl-data/CC-MAIN-2021-04/segments/1610703515235.25/warc/CC-MAIN-20210118185230-20210118215230-00393.warc.gz,902030375,18880,T2XO3V3SQ7DMYTWP2LA3FPB6C5JZEH25
697141,https://www.aerzteblatt.de/int/archive/article/196414,20210118200330,windows-1252,www.aerzteblatt.de,74448b77-9366-4020-a273-232a30e44e75,crawl-data/CC-MAIN-2021-04/segments/1610703515235.25/warc/CC-MAIN-20210118185230-20210118215230-00770.warc.gz,657513409,28840,GDWANTSRM2BDMLLERZQE5MDSPNWF7YMB
33059,https://quizlet.com/50197952/abnormal-behavior-test-2-flash-cards/,20210120111141,UTF-8,quizlet.com,29e217b0-4e8d-49fa-8332-4cbf3955081e,crawl-data/CC-MAIN-2021-04/segments/1610703519984.9/warc/CC-MAIN-20210120085204-20210120115204-00386.warc.gz,530958226,83410,G45KHX4GPWUCCRHHODLQXAZKL2VETU3Q
263760,https://www.nap.edu/read/1222/chapter/6,20210123084732,UTF-8,www.nap.edu,ad96cc01-2773-4ace-aeb4-0287808b16f7,crawl-data/CC-MAIN-2021-04/segments/1610703536556.58/warc/CC-MAIN-20210123063713-20210123093713-00110.warc.gz,897896846,60393,FD2MTSMI5N2VBMQZKDOQH3OOUX6UHHAH
677575,https://www.news-medical.net/health/Living-with-Chronic-Kidney-Disease.aspx,20210118054127,UTF-8,www.news-medical.net,5b9ca2df-04d5-4ab1-8068-86faadd2b9fc,crawl-data/CC-MAIN-2021-04/segments/1610703514121.8/warc/CC-MAIN-20210118030549-20210118060549-00770.warc.gz,920482531,22485,372A3XKP3DPDXBJL7EE2ZPXQTPQW7CAN
558277,https://www.theactivetimes.com/fitness/16-things-you-didn-t-know-about-depression-should,20210116002725,UTF-8,www.theactivetimes.com,71cc25b2-8e67-4f1a-b70f-4ba42bef81f4,crawl-data/CC-MAIN-2021-04/segments/1610703497681.4/warc/CC-MAIN-20210115224908-20210116014908-00596.warc.gz,1023576258,34349,2JI7KHMITUQELN75RKEW2OUTCY2KKRKV
375029,https://www.omicsonline.org/scholarly/mycobacterial-disease-journals-articles-ppts-list.php,20210126162315,UTF-8,www.omicsonline.org,a5040303-fe95-442c-8373-82f7e0aeb33c,crawl-data/CC-MAIN-2021-04/segments/1610704800238.80/warc/CC-MAIN-20210126135838-20210126165838-00682.warc.gz,916520250,19236,QBYBVRDLFDM7PWA6WNDDYCJVKQL57PMN
2730665,https://jhu.pure.elsevier.com/en/publications/association-of-chronic-active-multiple-sclerosis-lesions-with-dis,20210116000326,UTF-8,jhu.pure.elsevier.com,fc8a6512-ca0b-4d0b-9ce2-bb02d81a437a,crawl-data/CC-MAIN-2021-04/segments/1610703497681.4/warc/CC-MAIN-20210115224908-20210116014908-00470.warc.gz,413733746,10642,3K3WZHE4DJJDAKSISLQCMBUNKBXDGKB4
2875683,https://www.verywellmind.com/top-depression-symptoms-1066910,20210121220635,UTF-8,www.verywellmind.com,1c4a1107-9191-4822-98b2-4b8e96cbb863,crawl-data/CC-MAIN-2021-04/segments/1610703527850.55/warc/CC-MAIN-20210121194330-20210121224330-00070.warc.gz,1049367949,48820,YVAXRDNH2DUSN6QGHWNFOCVXVWWRR3V6
952039,https://www.omicsonline.org/argentina/parasitic-disease-peer-reviewed-pdf-ppt-articles/,20210121151750,UTF-8,www.omicsonline.org,a5c83b7b-5241-4455-b3a1-b6f1db17b91d,crawl-data/CC-MAIN-2021-04/segments/1610703524858.74/warc/CC-MAIN-20210121132407-20210121162407-00659.warc.gz,903841388,21653,OMQPOEY7KZEQXSJU5BMGQ5LRBY6XAD6I
268567,https://www.nap.edu/read/1222/chapter/5,20210123090532,UTF-8,www.nap.edu,fd4a3711-7164-47df-875b-29b90f35a241,crawl-data/CC-MAIN-2021-04/segments/1610703536556.58/warc/CC-MAIN-20210123063713-20210123093713-00109.warc.gz,924242659,151307,AXT6CO7WTOPBYWDTOFZEOE2VDMKHDRGF
1131616,https://www.planetdrugsdirect.com/articles/effects-of-cold-weather-on-emphysema-and-chronic-bronchitis,20210123070914,UTF-8,www.planetdrugsdirect.com,1d67be86-d60a-4859-80d4-6f373a93cc17,crawl-data/CC-MAIN-2021-04/segments/1610703536556.58/warc/CC-MAIN-20210123063713-20210123093713-00472.warc.gz,960123087,7631,IV6UTLJL6AWEJJEAQJJVCXZAWT4LS273
2876343,https://www.verywellmind.com/top-depression-symptoms-1066910,20210123035050,UTF-8,www.verywellmind.com,90fc7cf0-6564-4e1d-98cd-19dfbba410f4,crawl-data/CC-MAIN-2021-04/segments/1610703533863.67/warc/CC-MAIN-20210123032629-20210123062629-00070.warc.gz,1040677890,48760,X6KSHFIQB4QKG4PPOJV4HIW3Z7LDIWWN
2729165,https://jhu.pure.elsevier.com/en/publications/cough-due-to-tb-and-other-chronic-infections-chest-guideline-and-,20210124131632,UTF-8,jhu.pure.elsevier.com,565083fd-3ea4-4b68-960e-6fa70b0dfed0,crawl-data/CC-MAIN-2021-04/segments/1610703548716.53/warc/CC-MAIN-20210124111006-20210124141006-00019.warc.gz,396452347,11387,KCMR6E5RCQP64TMORBWUSAGR2PMXR7KQ
994741,https://www.emedicinehealth.com/worry_anxiety_stress_body/article_em.htm,20210124161917,UTF-8,www.emedicinehealth.com,526cb96c-3e6d-47d8-a6b7-d7b40cac3b87,crawl-data/CC-MAIN-2021-04/segments/1610703549416.62/warc/CC-MAIN-20210124141945-20210124171945-00511.warc.gz,761616366,15372,XUMC5IS5FC63W55SW6A7ZXOCDOHRDXK2
277183,https://www.123helpme.com/essay/Burnout-Research-Paper-517043,20210119115752,UTF-8,www.123helpme.com,41b1a8ec-4c24-49f5-8fc3-9097f8b1e0cf,crawl-data/CC-MAIN-2021-04/segments/1610703518240.40/warc/CC-MAIN-20210119103923-20210119133923-00335.warc.gz,637308944,11258,W4UW3GQ3H5MOG5OGFQ23VYXUYQ35YZNE
2047227,https://www.naturalnews.com/Author1155.html,20210125213106,ISO-8859-1,www.naturalnews.com,5817e71f-fba4-40d7-88d1-99726b217287,crawl-data/CC-MAIN-2021-04/segments/1610703644033.96/warc/CC-MAIN-20210125185643-20210125215643-00647.warc.gz,903815758,58540,F37I5HQOS5DY3AVNNYQQG4AFVZBH5HAI
483009,https://www.nature.com/articles/1602940?error=cookies_not_supported&code=1bceb6c6-9bf3-4cb3-80b5-049a860d114a,20210126151028,UTF-8,www.nature.com,5905d300-1e29-4cef-b898-07638d4926ea,crawl-data/CC-MAIN-2021-04/segments/1610704800238.80/warc/CC-MAIN-20210126135838-20210126165838-00630.warc.gz,891605305,83999,NM4WDQRL5VENDSXGAUTNPXPIOA2N6EUZ
677620,https://www.news-medical.net/health/Obesity-What-Can-be-Done.aspx,20210116205600,UTF-8,www.news-medical.net,fddb9dfc-a005-4592-a192-74448e5c75d9,crawl-data/CC-MAIN-2021-04/segments/1610703507045.10/warc/CC-MAIN-20210116195918-20210116225918-00305.warc.gz,917409397,25673,WJH73FVQXMAQBHORVPWX6C65JXT3X6TC
557323,https://www.theactivetimes.com/healthy-living/scary-effects-stress,20210116212509,UTF-8,www.theactivetimes.com,50c6b133-9295-48c3-94ae-c93f7f15f737,crawl-data/CC-MAIN-2021-04/segments/1610703507045.10/warc/CC-MAIN-20210116195918-20210116225918-00068.warc.gz,1013229962,39304,DJGMH32VS2QXAJLJKZT7JUTKR6QC6VB2
2470259,https://en.wikipedia.org/wiki/Disease,20210126005630,UTF-8,en.wikipedia.org,6ba2a49c-5c9e-41f8-9227-961aa12f2b50,crawl-data/CC-MAIN-2021-04/segments/1610704792131.69/warc/CC-MAIN-20210125220722-20210126010722-00052.warc.gz,323523470,53178,QOCNCA6MOGCTZJ67ZWQRY5HD6HT2WJHW
2131667,https://link.springer.com/article/10.1007/s00467-019-04428-y?error=cookies_not_supported&code=c8164c21-9926-4611-8b33-22d486e42dd4,20210125234527,UTF-8,link.springer.com,53d526cd-a6e9-49e8-a03d-587e9119fb74,crawl-data/CC-MAIN-2021-04/segments/1610704792131.69/warc/CC-MAIN-20210125220722-20210126010722-00438.warc.gz,424905605,82872,USSPDISTXE73T5RGL6URMGE5IBJWTOKA
674871,https://www.news-medical.net/?tag=/Analgesia,20210117170044,UTF-8,www.news-medical.net,a9f0b6ef-933d-4f97-a0f5-ea465cbbdbbc,crawl-data/CC-MAIN-2021-04/segments/1610703513062.16/warc/CC-MAIN-20210117143625-20210117173625-00678.warc.gz,920539508,19154,YUH6SOHBTRWVUWNARRNWJ3FZX5G7B3RB
2725574,https://jhu.pure.elsevier.com/en/publications/environmental-modifiers-of-chronic-lung-disease-of-prematurity-du-4,20210126173247,UTF-8,jhu.pure.elsevier.com,02fd591d-b176-4d57-9d8a-8e1077d9b972,crawl-data/CC-MAIN-2021-04/segments/1610704803308.89/warc/CC-MAIN-20210126170854-20210126200854-00178.warc.gz,401385101,8589,C5YWCM6DARNHJBQMIS2UGU7Q5VSE6V3S
2876862,https://www.verywellmind.com/physical-effects-of-depression-1066890,20210128053512,UTF-8,www.verywellmind.com,cb1fd4ac-7817-4e37-82f7-1331fa154c26,crawl-data/CC-MAIN-2021-04/segments/1610704835901.90/warc/CC-MAIN-20210128040619-20210128070619-00413.warc.gz,1034634573,49024,MVRCXMKSLBN4ELPYHBIZ4C2NUPCXDTK3
669707,https://quizlet.com/265006481/public-health-test-1-ch-1-2-9-10-flash-cards/,20210123181838,UTF-8,quizlet.com,98205be3-28da-495b-9a82-7748dbd894c0,crawl-data/CC-MAIN-2021-04/segments/1610703538226.66/warc/CC-MAIN-20210123160717-20210123190717-00225.warc.gz,508851333,49043,OVJOJMSU64FRKKJSFCQDTBMR5SGRW7V7
991580,https://www.emedicinehealth.com/chronic_kidney_disease/article_em.htm,20210118194803,UTF-8,www.emedicinehealth.com,0e6c8b93-bff3-45f4-9e36-fe6dcc9465d0,crawl-data/CC-MAIN-2021-04/segments/1610703515235.25/warc/CC-MAIN-20210118185230-20210118215230-00185.warc.gz,773201523,27562,WP5XWCUV4VHL2LGOITE27W2K5YNSV7RF
953391,https://www.omicsonline.org/finland/hntingson-disease-peer-reviewed-pdf-ppt-articles/,20210121030321,UTF-8,www.omicsonline.org,74795d69-7915-45dd-8ea1-808ad1c05df1,crawl-data/CC-MAIN-2021-04/segments/1610703522150.18/warc/CC-MAIN-20210121004224-20210121034224-00328.warc.gz,922008139,22122,ZQ6PZV2QWMGY4II6J4VEKBCEEC5NTKV2
766378,https://www.reference.com/world-view/third-stage-kidney-failure-ea2cbfb6178e9efc,20210116184855,UTF-8,www.reference.com,45abc458-35d8-4249-a174-e22d1e8c1475,crawl-data/CC-MAIN-2021-04/segments/1610703506832.21/warc/CC-MAIN-20210116165621-20210116195621-00265.warc.gz,983099225,23995,EM4PSZEH5TEVWEZVBBBCGA6YBNLRPZVG
992223,https://www.emedicinehealth.com/chronic_kidney_disease/article_em.htm,20210118000955,UTF-8,www.emedicinehealth.com,4ff9feb8-e41c-4058-a28f-f15dfb44fb39,crawl-data/CC-MAIN-2021-04/segments/1610703514046.20/warc/CC-MAIN-20210117235743-20210118025743-00185.warc.gz,783224088,27567,GD3TBOV5XIRSBK23A237LMOYZT7K5UP6
2206942,https://en.wikipedia.org/wiki/Pulmonary_emphysema,20210117162115,UTF-8,en.wikipedia.org,3bde9a88-7f89-4641-8707-aa7dbe6a74d3,crawl-data/CC-MAIN-2021-04/segments/1610703513062.16/warc/CC-MAIN-20210117143625-20210117173625-00507.warc.gz,315318902,115931,RJTKTQFZVRNLJBQPS54FBNCZXXKGNOFQ
992215,https://www.emedicinehealth.com/causes_body_aches/article_em.htm,20210117175155,UTF-8,www.emedicinehealth.com,9d70a852-62eb-4145-aef4-d2e8f4d936f9,crawl-data/CC-MAIN-2021-04/segments/1610703513144.48/warc/CC-MAIN-20210117174558-20210117204558-00367.warc.gz,767814518,19115,RJOD5TVEY5MWR5DGKXYM4DXHVXY2D3AJ
626095,https://www.healthline.com/health/depression,20210117101222,UTF-8,www.healthline.com,56637abe-ea46-4dba-8e21-cae6d9f19f64,crawl-data/CC-MAIN-2021-04/segments/1610703511903.11/warc/CC-MAIN-20210117081748-20210117111748-00276.warc.gz,821038954,44919,EITJL4N3C3PWX34A6EJIJDMYXHLUMED7
992870,https://www.emedicinehealth.com/chronic_kidney_disease/article_em.htm,20210127205925,UTF-8,www.emedicinehealth.com,5f8de726-a3f3-4234-a625-debd1567a580,crawl-data/CC-MAIN-2021-04/segments/1610704832583.88/warc/CC-MAIN-20210127183317-20210127213317-00185.warc.gz,743699415,27563,SEFJS7DV36B3DMKJG57WBHMJQAN5P4NP
931799,https://www.urotoday.com/tags/chronic-prostatitis.html,20210121030132,UTF-8,www.urotoday.com,7ddc8328-353c-4eab-9f9a-098089d9b0f8,crawl-data/CC-MAIN-2021-04/segments/1610703522150.18/warc/CC-MAIN-20210121004224-20210121034224-00346.warc.gz,1072634848,21520,K7VJSVKR62BVRJ5ORLP7EY7TN5S2SPIW
112491,https://www.studymode.com/essays/Multiple-Sclerosis-616866.html,20210116090718,UTF-8,www.studymode.com,1ab49c48-a3bd-4b0f-ad23-2c59804ec0ff,crawl-data/CC-MAIN-2021-04/segments/1610703505861.1/warc/CC-MAIN-20210116074510-20210116104510-00491.warc.gz,996117913,24732,ZNM7EXYVHEFADHH7HU6ETDV4DE3ZH6EY
